id,number,name,date,race_number,wikipedia,is_cancelled,circuit_id,season_id
235,15,United States Grand Prix,1973-10-07,235,https://en.wikipedia.org/wiki/1973_United_States_Grand_Prix,f,21,24
236,1,Argentine Grand Prix,1974-01-13,236,https://en.wikipedia.org/wiki/1974_Argentine_Grand_Prix,f,12,25
237,2,Brazilian Grand Prix,1974-01-27,237,https://en.wikipedia.org/wiki/1974_Brazilian_Grand_Prix,f,37,25
238,3,South African Grand Prix,1974-03-30,238,https://en.wikipedia.org/wiki/1974_South_African_Grand_Prix,f,27,25
239,4,Spanish Grand Prix,1974-04-28,239,https://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix,f,30,25
240,5,Belgian Grand Prix,1974-05-12,240,https://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix,f,36,25
241,6,Monaco Grand Prix,1974-05-26,241,https://en.wikipedia.org/wiki/1974_Monaco_Grand_Prix,f,2,25
242,7,Swedish Grand Prix,1974-06-09,242,https://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix,f,39,25
243,8,Dutch Grand Prix,1974-06-23,243,https://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix,f,11,25
244,9,French Grand Prix,1974-07-07,244,https://en.wikipedia.org/wiki/1974_French_Grand_Prix,f,40,25
245,10,British Grand Prix,1974-07-20,245,https://en.wikipedia.org/wiki/1974_British_Grand_Prix,f,24,25
246,11,German Grand Prix,1974-08-04,246,https://en.wikipedia.org/wiki/1974_German_Grand_Prix,f,8,25
247,12,Austrian Grand Prix,1974-08-18,247,https://en.wikipedia.org/wiki/1974_Austrian_Grand_Prix,f,34,25
248,13,Italian Grand Prix,1974-09-08,248,https://en.wikipedia.org/wiki/1974_Italian_Grand_Prix,f,7,25
249,14,Canadian Grand Prix,1974-09-22,249,https://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix,f,29,25
250,15,United States Grand Prix,1974-10-06,250,https://en.wikipedia.org/wiki/1974_United_States_Grand_Prix,f,21,25
251,1,Argentine Grand Prix,1975-01-12,251,https://en.wikipedia.org/wiki/1975_Argentine_Grand_Prix,f,12,26
252,2,Brazilian Grand Prix,1975-01-26,252,https://en.wikipedia.org/wiki/1975_Brazilian_Grand_Prix,f,37,26
253,3,South African Grand Prix,1975-03-01,253,https://en.wikipedia.org/wiki/1975_South_African_Grand_Prix,f,27,26
254,4,Spanish Grand Prix,1975-04-27,254,https://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,f,32,26
255,5,Monaco Grand Prix,1975-05-11,255,https://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,f,2,26
256,6,Belgian Grand Prix,1975-05-25,256,https://en.wikipedia.org/wiki/1975_Belgian_Grand_Prix,f,38,26
257,7,Swedish Grand Prix,1975-06-08,257,https://en.wikipedia.org/wiki/1975_Swedish_Grand_Prix,f,39,26
258,8,Dutch Grand Prix,1975-06-22,258,https://en.wikipedia.org/wiki/1975_Dutch_Grand_Prix,f,11,26
259,9,French Grand Prix,1975-07-06,259,https://en.wikipedia.org/wiki/1975_French_Grand_Prix,f,35,26
260,10,British Grand Prix,1975-07-19,260,https://en.wikipedia.org/wiki/1975_British_Grand_Prix,f,1,26
261,11,German Grand Prix,1975-08-03,261,https://en.wikipedia.org/wiki/1975_German_Grand_Prix,f,8,26
262,12,Austrian Grand Prix,1975-08-17,262,https://en.wikipedia.org/wiki/1975_Austrian_Grand_Prix,f,34,26
263,13,Italian Grand Prix,1975-09-07,263,https://en.wikipedia.org/wiki/1975_Italian_Grand_Prix,f,7,26
264,14,United States Grand Prix,1975-10-05,264,https://en.wikipedia.org/wiki/1975_United_States_Grand_Prix,f,21,26
265,1,Brazilian Grand Prix,1976-01-25,265,https://en.wikipedia.org/wiki/1976_Brazilian_Grand_Prix,f,37,27
266,2,South African Grand Prix,1976-03-06,266,https://en.wikipedia.org/wiki/1976_South_African_Grand_Prix,f,27,27
267,3,United States Grand Prix West,1976-03-28,267,https://en.wikipedia.org/wiki/1976_United_States_Grand_Prix_West,f,41,27
268,4,Spanish Grand Prix,1976-05-02,268,https://en.wikipedia.org/wiki/1976_Spanish_Grand_Prix,f,30,27
269,5,Belgian Grand Prix,1976-05-16,269,https://en.wikipedia.org/wiki/1976_Belgian_Grand_Prix,f,38,27
270,6,Monaco Grand Prix,1976-05-30,270,https://en.wikipedia.org/wiki/1976_Monaco_Grand_Prix,f,2,27
271,7,Swedish Grand Prix,1976-06-13,271,https://en.wikipedia.org/wiki/1976_Swedish_Grand_Prix,f,39,27
272,8,French Grand Prix,1976-07-04,272,https://en.wikipedia.org/wiki/1976_French_Grand_Prix,f,35,27
273,9,British Grand Prix,1976-07-18,273,https://en.wikipedia.org/wiki/1976_British_Grand_Prix,f,24,27
274,10,German Grand Prix,1976-08-01,274,https://en.wikipedia.org/wiki/1976_German_Grand_Prix,f,8,27
275,11,Austrian Grand Prix,1976-08-15,275,https://en.wikipedia.org/wiki/1976_Austrian_Grand_Prix,f,34,27
276,12,Dutch Grand Prix,1976-08-29,276,https://en.wikipedia.org/wiki/1976_Dutch_Grand_Prix,f,11,27
277,13,Italian Grand Prix,1976-09-12,277,https://en.wikipedia.org/wiki/1976_Italian_Grand_Prix,f,7,27
278,14,Canadian Grand Prix,1976-10-03,278,https://en.wikipedia.org/wiki/1976_Canadian_Grand_Prix,f,29,27
279,15,United States Grand Prix,1976-10-10,279,https://en.wikipedia.org/wiki/1976_United_States_Grand_Prix,f,21,27
280,16,Japanese Grand Prix,1976-10-24,280,https://en.wikipedia.org/wiki/1976_Japanese_Grand_Prix,f,42,27
281,1,Argentine Grand Prix,1977-01-09,281,https://en.wikipedia.org/wiki/1977_Argentine_Grand_Prix,f,12,28
282,2,Brazilian Grand Prix,1977-01-23,282,https://en.wikipedia.org/wiki/1977_Brazilian_Grand_Prix,f,37,28
283,3,South African Grand Prix,1977-03-05,283,https://en.wikipedia.org/wiki/1977_South_African_Grand_Prix,f,27,28
284,4,United States Grand Prix West,1977-04-03,284,https://en.wikipedia.org/wiki/1977_United_States_Grand_Prix_West,f,41,28
285,5,Spanish Grand Prix,1977-05-08,285,https://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix,f,30,28
286,6,Monaco Grand Prix,1977-05-22,286,https://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix,f,2,28
287,7,Belgian Grand Prix,1977-06-05,287,https://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix,f,38,28
288,8,Swedish Grand Prix,1977-06-19,288,https://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix,f,39,28
289,9,French Grand Prix,1977-07-03,289,https://en.wikipedia.org/wiki/1977_French_Grand_Prix,f,40,28
290,10,British Grand Prix,1977-07-16,290,https://en.wikipedia.org/wiki/1977_British_Grand_Prix,f,1,28
291,11,German Grand Prix,1977-07-31,291,https://en.wikipedia.org/wiki/1977_German_Grand_Prix,f,33,28
292,12,Austrian Grand Prix,1977-08-14,292,https://en.wikipedia.org/wiki/1977_Austrian_Grand_Prix,f,34,28
293,13,Dutch Grand Prix,1977-08-28,293,https://en.wikipedia.org/wiki/1977_Dutch_Grand_Prix,f,11,28
294,14,Italian Grand Prix,1977-09-11,294,https://en.wikipedia.org/wiki/1977_Italian_Grand_Prix,f,7,28
295,15,United States Grand Prix,1977-10-02,295,https://en.wikipedia.org/wiki/1977_United_States_Grand_Prix,f,21,28
296,16,Canadian Grand Prix,1977-10-09,296,https://en.wikipedia.org/wiki/1977_Canadian_Grand_Prix,f,29,28
297,17,Japanese Grand Prix,1977-10-23,297,https://en.wikipedia.org/wiki/1977_Japanese_Grand_Prix,f,42,28
298,1,Argentine Grand Prix,1978-01-15,298,https://en.wikipedia.org/wiki/1978_Argentine_Grand_Prix,f,12,29
299,2,Brazilian Grand Prix,1978-01-29,299,https://en.wikipedia.org/wiki/1978_Brazilian_Grand_Prix,f,43,29
300,3,South African Grand Prix,1978-03-04,300,https://en.wikipedia.org/wiki/1978_South_African_Grand_Prix,f,27,29
301,4,United States Grand Prix West,1978-04-02,301,https://en.wikipedia.org/wiki/1978_United_States_Grand_Prix_West,f,41,29
302,5,Monaco Grand Prix,1978-05-07,302,https://en.wikipedia.org/wiki/1978_Monaco_Grand_Prix,f,2,29
303,6,Belgian Grand Prix,1978-05-21,303,https://en.wikipedia.org/wiki/1978_Belgian_Grand_Prix,f,38,29
304,7,Spanish Grand Prix,1978-06-04,304,https://en.wikipedia.org/wiki/1978_Spanish_Grand_Prix,f,30,29
305,8,Swedish Grand Prix,1978-06-17,305,https://en.wikipedia.org/wiki/1978_Swedish_Grand_Prix,f,39,29
306,9,French Grand Prix,1978-07-02,306,https://en.wikipedia.org/wiki/1978_French_Grand_Prix,f,35,29
307,10,British Grand Prix,1978-07-16,307,https://en.wikipedia.org/wiki/1978_British_Grand_Prix,f,24,29
308,11,German Grand Prix,1978-07-30,308,https://en.wikipedia.org/wiki/1978_German_Grand_Prix,f,33,29
309,12,Austrian Grand Prix,1978-08-13,309,https://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix,f,34,29
310,13,Dutch Grand Prix,1978-08-27,310,https://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix,f,11,29
311,14,Italian Grand Prix,1978-09-10,311,https://en.wikipedia.org/wiki/1978_Italian_Grand_Prix,f,7,29
312,15,United States Grand Prix,1978-10-01,312,https://en.wikipedia.org/wiki/1978_United_States_Grand_Prix,f,21,29
313,16,Canadian Grand Prix,1978-10-08,313,https://en.wikipedia.org/wiki/1978_Canadian_Grand_Prix,f,44,29
314,1,Argentine Grand Prix,1979-01-21,314,https://en.wikipedia.org/wiki/1979_Argentine_Grand_Prix,f,12,30
315,2,Brazilian Grand Prix,1979-02-04,315,https://en.wikipedia.org/wiki/1979_Brazilian_Grand_Prix,f,37,30
316,3,South African Grand Prix,1979-03-03,316,https://en.wikipedia.org/wiki/1979_South_African_Grand_Prix,f,27,30
317,4,United States Grand Prix West,1979-04-08,317,https://en.wikipedia.org/wiki/1979_United_States_Grand_Prix_West,f,41,30
318,5,Spanish Grand Prix,1979-04-29,318,https://en.wikipedia.org/wiki/1979_Spanish_Grand_Prix,f,30,30
319,6,Belgian Grand Prix,1979-05-13,319,https://en.wikipedia.org/wiki/1979_Belgian_Grand_Prix,f,38,30
320,7,Monaco Grand Prix,1979-05-27,320,https://en.wikipedia.org/wiki/1979_Monaco_Grand_Prix,f,2,30
321,8,French Grand Prix,1979-07-01,321,https://en.wikipedia.org/wiki/1979_French_Grand_Prix,f,40,30
322,9,British Grand Prix,1979-07-14,322,https://en.wikipedia.org/wiki/1979_British_Grand_Prix,f,1,30
323,10,German Grand Prix,1979-07-29,323,https://en.wikipedia.org/wiki/1979_German_Grand_Prix,f,33,30
324,11,Austrian Grand Prix,1979-08-12,324,https://en.wikipedia.org/wiki/1979_Austrian_Grand_Prix,f,34,30
325,12,Dutch Grand Prix,1979-08-26,325,https://en.wikipedia.org/wiki/1979_Dutch_Grand_Prix,f,11,30
326,13,Italian Grand Prix,1979-09-09,326,https://en.wikipedia.org/wiki/1979_Italian_Grand_Prix,f,7,30
327,14,Canadian Grand Prix,1979-09-30,327,https://en.wikipedia.org/wiki/1979_Canadian_Grand_Prix,f,44,30
328,15,United States Grand Prix,1979-10-07,328,https://en.wikipedia.org/wiki/1979_United_States_Grand_Prix,f,21,30
329,1,Argentine Grand Prix,1980-01-13,329,https://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix,f,12,31
330,2,Brazilian Grand Prix,1980-01-27,330,https://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix,f,37,31
331,3,South African Grand Prix,1980-03-01,331,https://en.wikipedia.org/wiki/1980_South_African_Grand_Prix,f,27,31
332,4,United States Grand Prix West,1980-03-30,332,https://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West,f,41,31
333,5,Belgian Grand Prix,1980-05-04,333,https://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix,f,38,31
334,6,Monaco Grand Prix,1980-05-18,334,https://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix,f,2,31
335,7,French Grand Prix,1980-06-29,335,https://en.wikipedia.org/wiki/1980_French_Grand_Prix,f,35,31
336,8,British Grand Prix,1980-07-13,336,https://en.wikipedia.org/wiki/1980_British_Grand_Prix,f,24,31
337,9,German Grand Prix,1980-08-10,337,https://en.wikipedia.org/wiki/1980_German_Grand_Prix,f,33,31
338,10,Austrian Grand Prix,1980-08-17,338,https://en.wikipedia.org/wiki/1980_Austrian_Grand_Prix,f,34,31
339,11,Dutch Grand Prix,1980-08-31,339,https://en.wikipedia.org/wiki/1980_Dutch_Grand_Prix,f,11,31
340,12,Italian Grand Prix,1980-09-14,340,https://en.wikipedia.org/wiki/1980_Italian_Grand_Prix,f,45,31
341,13,Canadian Grand Prix,1980-09-28,341,https://en.wikipedia.org/wiki/1980_Canadian_Grand_Prix,f,44,31
342,14,United States Grand Prix,1980-10-05,342,https://en.wikipedia.org/wiki/1980_United_States_Grand_Prix,f,21,31
343,1,United States Grand Prix West,1981-03-15,343,https://en.wikipedia.org/wiki/1981_United_States_Grand_Prix_West,f,41,32
344,2,Brazilian Grand Prix,1981-03-29,344,https://en.wikipedia.org/wiki/1981_Brazilian_Grand_Prix,f,43,32
345,3,Argentine Grand Prix,1981-04-12,345,https://en.wikipedia.org/wiki/1981_Argentine_Grand_Prix,f,12,32
346,4,San Marino Grand Prix,1981-05-03,346,https://en.wikipedia.org/wiki/1981_San_Marino_Grand_Prix,f,45,32
347,5,Belgian Grand Prix,1981-05-17,347,https://en.wikipedia.org/wiki/1981_Belgian_Grand_Prix,f,38,32
348,6,Monaco Grand Prix,1981-05-31,348,https://en.wikipedia.org/wiki/1981_Monaco_Grand_Prix,f,2,32
349,7,Spanish Grand Prix,1981-06-21,349,https://en.wikipedia.org/wiki/1981_Spanish_Grand_Prix,f,30,32
350,8,French Grand Prix,1981-07-05,350,https://en.wikipedia.org/wiki/1981_French_Grand_Prix,f,40,32
351,9,British Grand Prix,1981-07-18,351,https://en.wikipedia.org/wiki/1981_British_Grand_Prix,f,1,32
352,10,German Grand Prix,1981-08-02,352,https://en.wikipedia.org/wiki/1981_German_Grand_Prix,f,33,32
353,11,Austrian Grand Prix,1981-08-16,353,https://en.wikipedia.org/wiki/1981_Austrian_Grand_Prix,f,34,32
354,12,Dutch Grand Prix,1981-08-30,354,https://en.wikipedia.org/wiki/1981_Dutch_Grand_Prix,f,11,32
355,13,Italian Grand Prix,1981-09-13,355,https://en.wikipedia.org/wiki/1981_Italian_Grand_Prix,f,7,32
356,14,Canadian Grand Prix,1981-09-27,356,https://en.wikipedia.org/wiki/1981_Canadian_Grand_Prix,f,44,32
357,15,Caesars Palace Grand Prix,1981-10-17,357,https://en.wikipedia.org/wiki/1981_Caesars_Palace_Grand_Prix,f,46,32
358,1,South African Grand Prix,1982-01-23,358,https://en.wikipedia.org/wiki/1982_South_African_Grand_Prix,f,27,33
359,2,Brazilian Grand Prix,1982-03-21,359,https://en.wikipedia.org/wiki/1982_Brazilian_Grand_Prix,f,43,33
360,3,United States Grand Prix West,1982-04-04,360,https://en.wikipedia.org/wiki/1982_United_States_Grand_Prix_West,f,41,33
361,4,San Marino Grand Prix,1982-04-25,361,https://en.wikipedia.org/wiki/1982_San_Marino_Grand_Prix,f,45,33
362,5,Belgian Grand Prix,1982-05-09,362,https://en.wikipedia.org/wiki/1982_Belgian_Grand_Prix,f,38,33
363,6,Monaco Grand Prix,1982-05-23,363,https://en.wikipedia.org/wiki/1982_Monaco_Grand_Prix,f,2,33
364,7,Detroit Grand Prix,1982-06-06,364,https://en.wikipedia.org/wiki/1982_Detroit_Grand_Prix,f,47,33
365,8,Canadian Grand Prix,1982-06-13,365,https://en.wikipedia.org/wiki/1982_Canadian_Grand_Prix,f,44,33
366,9,Dutch Grand Prix,1982-07-03,366,https://en.wikipedia.org/wiki/1982_Dutch_Grand_Prix,f,11,33
367,10,British Grand Prix,1982-07-18,367,https://en.wikipedia.org/wiki/1982_British_Grand_Prix,f,24,33
368,11,French Grand Prix,1982-07-25,368,https://en.wikipedia.org/wiki/1982_French_Grand_Prix,f,35,33
369,12,German Grand Prix,1982-08-08,369,https://en.wikipedia.org/wiki/1982_German_Grand_Prix,f,33,33
370,13,Austrian Grand Prix,1982-08-15,370,https://en.wikipedia.org/wiki/1982_Austrian_Grand_Prix,f,34,33
371,14,Swiss Grand Prix,1982-08-29,371,https://en.wikipedia.org/wiki/1982_Swiss_Grand_Prix,f,40,33
372,15,Italian Grand Prix,1982-09-12,372,https://en.wikipedia.org/wiki/1982_Italian_Grand_Prix,f,7,33
373,16,Caesars Palace Grand Prix,1982-09-25,373,https://en.wikipedia.org/wiki/1982_Caesars_Palace_Grand_Prix,f,46,33
374,1,Brazilian Grand Prix,1983-03-13,374,https://en.wikipedia.org/wiki/1983_Brazilian_Grand_Prix,f,43,34
375,2,United States Grand Prix West,1983-03-27,375,https://en.wikipedia.org/wiki/1983_United_States_Grand_Prix_West,f,41,34
376,3,French Grand Prix,1983-04-17,376,https://en.wikipedia.org/wiki/1983_French_Grand_Prix,f,35,34
377,4,San Marino Grand Prix,1983-05-01,377,https://en.wikipedia.org/wiki/1983_San_Marino_Grand_Prix,f,45,34
378,5,Monaco Grand Prix,1983-05-15,378,https://en.wikipedia.org/wiki/1983_Monaco_Grand_Prix,f,2,34
379,6,Belgian Grand Prix,1983-05-22,379,https://en.wikipedia.org/wiki/1983_Belgian_Grand_Prix,f,5,34
380,7,Detroit Grand Prix,1983-06-05,380,https://en.wikipedia.org/wiki/1983_Detroit_Grand_Prix,f,47,34
381,8,Canadian Grand Prix,1983-06-12,381,https://en.wikipedia.org/wiki/1983_Canadian_Grand_Prix,f,44,34
382,9,British Grand Prix,1983-07-16,382,https://en.wikipedia.org/wiki/1983_British_Grand_Prix,f,1,34
383,10,German Grand Prix,1983-08-07,383,https://en.wikipedia.org/wiki/1983_German_Grand_Prix,f,33,34
384,11,Austrian Grand Prix,1983-08-14,384,https://en.wikipedia.org/wiki/1983_Austrian_Grand_Prix,f,34,34
385,12,Dutch Grand Prix,1983-08-28,385,https://en.wikipedia.org/wiki/1983_Dutch_Grand_Prix,f,11,34
386,13,Italian Grand Prix,1983-09-11,386,https://en.wikipedia.org/wiki/1983_Italian_Grand_Prix,f,7,34
387,14,European Grand Prix,1983-09-25,387,https://en.wikipedia.org/wiki/1983_European_Grand_Prix,f,24,34
388,15,South African Grand Prix,1983-10-15,388,https://en.wikipedia.org/wiki/1983_South_African_Grand_Prix,f,27,34
389,1,Brazilian Grand Prix,1984-03-25,389,https://en.wikipedia.org/wiki/1984_Brazilian_Grand_Prix,f,43,35
390,2,South African Grand Prix,1984-04-07,390,https://en.wikipedia.org/wiki/1984_South_African_Grand_Prix,f,27,35
391,3,Belgian Grand Prix,1984-04-29,391,https://en.wikipedia.org/wiki/1984_Belgian_Grand_Prix,f,38,35
392,4,San Marino Grand Prix,1984-05-06,392,https://en.wikipedia.org/wiki/1984_San_Marino_Grand_Prix,f,45,35
393,5,French Grand Prix,1984-05-20,393,https://en.wikipedia.org/wiki/1984_French_Grand_Prix,f,40,35
394,6,Monaco Grand Prix,1984-06-03,394,https://en.wikipedia.org/wiki/1984_Monaco_Grand_Prix,f,2,35
395,7,Canadian Grand Prix,1984-06-17,395,https://en.wikipedia.org/wiki/1984_Canadian_Grand_Prix,f,44,35
396,8,Detroit Grand Prix,1984-06-24,396,https://en.wikipedia.org/wiki/1984_Detroit_Grand_Prix,f,47,35
397,9,Dallas Grand Prix,1984-07-08,397,https://en.wikipedia.org/wiki/1984_Dallas_Grand_Prix,f,48,35
398,10,British Grand Prix,1984-07-22,398,https://en.wikipedia.org/wiki/1984_British_Grand_Prix,f,24,35
399,11,German Grand Prix,1984-08-05,399,https://en.wikipedia.org/wiki/1984_German_Grand_Prix,f,33,35
400,12,Austrian Grand Prix,1984-08-19,400,https://en.wikipedia.org/wiki/1984_Austrian_Grand_Prix,f,34,35
401,13,Dutch Grand Prix,1984-08-26,401,https://en.wikipedia.org/wiki/1984_Dutch_Grand_Prix,f,11,35
402,14,Italian Grand Prix,1984-09-09,402,https://en.wikipedia.org/wiki/1984_Italian_Grand_Prix,f,7,35
403,15,European Grand Prix,1984-10-07,403,https://en.wikipedia.org/wiki/1984_European_Grand_Prix,f,8,35
404,16,Portuguese Grand Prix,1984-10-21,404,https://en.wikipedia.org/wiki/1984_Portuguese_Grand_Prix,f,49,35
405,1,Brazilian Grand Prix,1985-04-07,405,https://en.wikipedia.org/wiki/1985_Brazilian_Grand_Prix,f,43,36
406,2,Portuguese Grand Prix,1985-04-21,406,https://en.wikipedia.org/wiki/1985_Portuguese_Grand_Prix,f,49,36
407,3,San Marino Grand Prix,1985-05-05,407,https://en.wikipedia.org/wiki/1985_San_Marino_Grand_Prix,f,45,36
408,4,Monaco Grand Prix,1985-05-19,408,https://en.wikipedia.org/wiki/1985_Monaco_Grand_Prix,f,2,36
409,5,Canadian Grand Prix,1985-06-16,409,https://en.wikipedia.org/wiki/1985_Canadian_Grand_Prix,f,44,36
410,6,Detroit Grand Prix,1985-06-23,410,https://en.wikipedia.org/wiki/1985_Detroit_Grand_Prix,f,47,36
411,7,French Grand Prix,1985-07-07,411,https://en.wikipedia.org/wiki/1985_French_Grand_Prix,f,35,36
412,8,British Grand Prix,1985-07-21,412,https://en.wikipedia.org/wiki/1985_British_Grand_Prix,f,1,36
413,9,German Grand Prix,1985-08-04,413,https://en.wikipedia.org/wiki/1985_German_Grand_Prix,f,8,36
414,10,Austrian Grand Prix,1985-08-18,414,https://en.wikipedia.org/wiki/1985_Austrian_Grand_Prix,f,34,36
415,11,Dutch Grand Prix,1985-08-25,415,https://en.wikipedia.org/wiki/1985_Dutch_Grand_Prix,f,11,36
416,12,Italian Grand Prix,1985-09-08,416,https://en.wikipedia.org/wiki/1985_Italian_Grand_Prix,f,7,36
417,13,Belgian Grand Prix,1985-09-15,417,https://en.wikipedia.org/wiki/1985_Belgian_Grand_Prix,f,5,36
418,14,European Grand Prix,1985-10-06,418,https://en.wikipedia.org/wiki/1985_European_Grand_Prix,f,24,36
419,15,South African Grand Prix,1985-10-19,419,https://en.wikipedia.org/wiki/1985_South_African_Grand_Prix,f,27,36
420,16,Australian Grand Prix,1985-11-03,420,https://en.wikipedia.org/wiki/1985_Australian_Grand_Prix,f,50,36
421,1,Brazilian Grand Prix,1986-03-23,421,https://en.wikipedia.org/wiki/1986_Brazilian_Grand_Prix,f,43,37
422,2,Spanish Grand Prix,1986-04-13,422,https://en.wikipedia.org/wiki/1986_Spanish_Grand_Prix,f,51,37
423,3,San Marino Grand Prix,1986-04-27,423,https://en.wikipedia.org/wiki/1986_San_Marino_Grand_Prix,f,45,37
424,4,Monaco Grand Prix,1986-05-11,424,https://en.wikipedia.org/wiki/1986_Monaco_Grand_Prix,f,2,37
425,5,Belgian Grand Prix,1986-05-25,425,https://en.wikipedia.org/wiki/1986_Belgian_Grand_Prix,f,5,37
426,6,Canadian Grand Prix,1986-06-15,426,https://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,f,44,37
427,7,Detroit Grand Prix,1986-06-22,427,https://en.wikipedia.org/wiki/1986_Detroit_Grand_Prix,f,47,37
428,8,French Grand Prix,1986-07-06,428,https://en.wikipedia.org/wiki/1986_French_Grand_Prix,f,35,37
429,9,British Grand Prix,1986-07-13,429,https://en.wikipedia.org/wiki/1986_British_Grand_Prix,f,24,37
430,10,German Grand Prix,1986-07-27,430,https://en.wikipedia.org/wiki/1986_German_Grand_Prix,f,33,37
431,11,Hungarian Grand Prix,1986-08-10,431,https://en.wikipedia.org/wiki/1986_Hungarian_Grand_Prix,f,52,37
432,12,Austrian Grand Prix,1986-08-17,432,https://en.wikipedia.org/wiki/1986_Austrian_Grand_Prix,f,34,37
433,13,Italian Grand Prix,1986-09-07,433,https://en.wikipedia.org/wiki/1986_Italian_Grand_Prix,f,7,37
434,14,Portuguese Grand Prix,1986-09-21,434,https://en.wikipedia.org/wiki/1986_Portuguese_Grand_Prix,f,49,37
435,15,Mexican Grand Prix,1986-10-12,435,https://en.wikipedia.org/wiki/1986_Mexican_Grand_Prix,f,23,37
436,16,Australian Grand Prix,1986-10-26,436,https://en.wikipedia.org/wiki/1986_Australian_Grand_Prix,f,50,37
437,1,Brazilian Grand Prix,1987-04-12,437,https://en.wikipedia.org/wiki/1987_Brazilian_Grand_Prix,f,43,38
438,2,San Marino Grand Prix,1987-05-03,438,https://en.wikipedia.org/wiki/1987_San_Marino_Grand_Prix,f,45,38
439,3,Belgian Grand Prix,1987-05-17,439,https://en.wikipedia.org/wiki/1987_Belgian_Grand_Prix,f,5,38
440,4,Monaco Grand Prix,1987-05-31,440,https://en.wikipedia.org/wiki/1987_Monaco_Grand_Prix,f,2,38
441,5,Detroit Grand Prix,1987-06-21,441,https://en.wikipedia.org/wiki/1987_Detroit_Grand_Prix,f,47,38
442,6,French Grand Prix,1987-07-05,442,https://en.wikipedia.org/wiki/1987_French_Grand_Prix,f,35,38
443,7,British Grand Prix,1987-07-12,443,https://en.wikipedia.org/wiki/1987_British_Grand_Prix,f,1,38
444,8,German Grand Prix,1987-07-26,444,https://en.wikipedia.org/wiki/1987_German_Grand_Prix,f,33,38
445,9,Hungarian Grand Prix,1987-08-09,445,https://en.wikipedia.org/wiki/1987_Hungarian_Grand_Prix,f,52,38
446,10,Austrian Grand Prix,1987-08-16,446,https://en.wikipedia.org/wiki/1987_Austrian_Grand_Prix,f,34,38
447,11,Italian Grand Prix,1987-09-06,447,https://en.wikipedia.org/wiki/1987_Italian_Grand_Prix,f,7,38
448,12,Portuguese Grand Prix,1987-09-20,448,https://en.wikipedia.org/wiki/1987_Portuguese_Grand_Prix,f,49,38
449,13,Spanish Grand Prix,1987-09-27,449,https://en.wikipedia.org/wiki/1987_Spanish_Grand_Prix,f,51,38
450,14,Mexican Grand Prix,1987-10-18,450,https://en.wikipedia.org/wiki/1987_Mexican_Grand_Prix,f,23,38
451,15,Japanese Grand Prix,1987-11-01,451,https://en.wikipedia.org/wiki/1987_Japanese_Grand_Prix,f,53,38
452,16,Australian Grand Prix,1987-11-15,452,https://en.wikipedia.org/wiki/1987_Australian_Grand_Prix,f,50,38
453,1,Brazilian Grand Prix,1988-04-03,453,https://en.wikipedia.org/wiki/1988_Brazilian_Grand_Prix,f,43,39
454,2,San Marino Grand Prix,1988-05-01,454,https://en.wikipedia.org/wiki/1988_San_Marino_Grand_Prix,f,45,39
455,3,Monaco Grand Prix,1988-05-15,455,https://en.wikipedia.org/wiki/1988_Monaco_Grand_Prix,f,2,39
456,4,Mexican Grand Prix,1988-05-29,456,https://en.wikipedia.org/wiki/1988_Mexican_Grand_Prix,f,23,39
457,5,Canadian Grand Prix,1988-06-12,457,https://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix,f,44,39
458,6,Detroit Grand Prix,1988-06-19,458,https://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix,f,47,39
459,7,French Grand Prix,1988-07-03,459,https://en.wikipedia.org/wiki/1988_French_Grand_Prix,f,35,39
460,8,British Grand Prix,1988-07-10,460,https://en.wikipedia.org/wiki/1988_British_Grand_Prix,f,1,39
461,9,German Grand Prix,1988-07-24,461,https://en.wikipedia.org/wiki/1988_German_Grand_Prix,f,33,39
462,10,Hungarian Grand Prix,1988-08-07,462,https://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix,f,52,39
463,11,Belgian Grand Prix,1988-08-28,463,https://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix,f,5,39
464,12,Italian Grand Prix,1988-09-11,464,https://en.wikipedia.org/wiki/1988_Italian_Grand_Prix,f,7,39
