race_id,driver_id,constructor_id,number,qualifying_position,q1,q2,q3
897,8,208,7,5,1:41.276,1:40.971,1:40.542
897,807,15,11,6,1:41.631,1:40.931,1:40.576
897,154,208,8,7,1:41.447,1:40.948,1:40.997
897,13,6,4,8,1:41.254,1:40.989,1:41.015
897,815,1,6,9,1:41.687,1:40.812,1:41.068
897,817,5,19,10,1:41.884,1:40.852,1:41.111
897,4,6,3,11,1:41.397,1:41.093,\N
897,814,10,14,12,1:41.676,1:41.133,\N
897,18,1,5,13,1:41.817,1:41.200,\N
897,818,5,18,14,1:41.692,1:41.279,\N
897,813,3,16,15,1:41.365,1:41.395,\N
897,822,3,17,16,1:41.862,1:41.447,\N
897,821,15,12,17,1:41.999,\N,\N
897,16,10,15,18,1:42.051,\N,\N
897,823,207,21,19,1:43.252,\N,\N
897,824,206,22,20,1:43.398,\N,\N
897,819,207,20,21,1:43.528,\N,\N
897,820,206,23,22,1:44.198,\N,\N
898,20,9,1,1,1:38.516,1:37.065,1:36.338
898,17,9,2,2,1:38.161,1:37.312,1:36.441
898,154,208,8,3,1:38.676,1:37.523,1:37.155
898,807,15,11,4,1:38.339,1:37.828,1:37.296
898,1,131,10,5,1:37.959,1:37.854,1:37.345
898,4,6,3,6,1:38.929,1:37.368,1:37.376
898,815,1,6,7,1:38.367,1:38.040,1:37.452
898,5,208,7,8,1:38.375,1:38.078,1:37.715
898,822,3,17,9,1:37.821,1:37.439,1:37.836
898,821,15,12,10,1:38.082,1:38.031,1:38.034
898,817,5,19,11,1:38.882,1:38.131,\N
898,814,10,14,12,1:38.894,1:38.139,\N
898,18,1,5,13,1:38.588,1:38.217,\N
898,3,131,9,14,1:38.743,1:38.364,\N
898,13,6,4,15,1:39.094,1:38.592,\N
898,818,5,18,16,1:38.880,1:38.696,\N
898,16,10,15,17,1:39.250,\N,\N
898,813,3,16,18,1:39.351,\N,\N
898,823,207,21,19,1:40.491,\N,\N
898,824,206,22,20,1:40.528,\N,\N
898,819,207,20,21,1:40.596,\N,\N
898,820,206,23,22,1:41.401,\N,\N
899,20,9,1,1,1:25.381,1:26.420,1:26.479
899,3,131,9,2,1:25.556,1:26.626,1:27.102
899,4,6,3,3,1:26.656,1:26.590,1:27.539
899,17,9,2,4,1:26.689,1:26.963,1:27.572
899,1,131,10,5,1:25.342,1:26.698,1:27.677
899,154,208,8,6,1:26.453,1:26.161,1:27.737
899,817,5,19,7,1:27.209,1:27.078,1:28.052
899,818,5,18,8,1:27.124,1:27.363,1:28.081
899,13,6,4,9,1:26.817,1:27.049,1:28.109
899,807,15,11,10,1:26.071,1:27.441,1:29.582
899,5,208,7,11,1:26.266,1:27.456,\N
899,814,10,14,12,1:26.275,1:27.798,\N
899,822,3,17,13,1:26.790,1:27.954,\N
899,815,1,6,14,1:26.741,1:28.269,\N
899,18,1,5,15,1:26.398,1:28.308,\N
899,16,10,15,16,1:26.874,1:28.586,\N
899,813,3,16,17,1:27.367,\N,\N
899,821,15,12,18,1:27.455,\N,\N
899,819,207,20,19,1:27.843,\N,\N
899,823,207,21,20,1:28.320,\N,\N
899,824,206,22,21,1:28.366,\N,\N
899,820,206,23,22,1:28.950,\N,\N
900,1,131,44,1,1:31.699,1:42.890,1:44.231
900,817,9,3,2,1:30.775,1:42.295,1:44.548
900,3,131,6,3,1:32.564,1:42.264,1:44.595
900,825,1,20,4,1:30.949,1:43.247,1:45.745
900,4,6,14,5,1:31.388,1:42.805,1:45.819
900,818,5,25,6,1:33.488,1:43.849,1:45.864
900,807,10,27,7,1:33.893,1:43.658,1:46.030
900,826,5,26,8,1:33.777,1:44.331,1:47.368
900,13,3,19,9,1:31.228,1:44.242,1:48.079
900,822,3,77,10,1:31.601,1:43.852,1:48.147
900,18,1,22,11,1:31.396,1:44.437,\N
900,8,6,7,12,1:32.439,1:44.494,\N
900,20,9,1,13,1:31.931,1:44.688,\N
900,16,15,99,14,1:33.673,1:45.655,\N
900,155,207,10,15,1:34.274,1:45.867,\N
900,815,10,11,16,1:34.141,1:47.293,\N
900,820,206,4,17,1:34.293,\N,\N
900,824,206,17,18,1:34.794,\N,\N
900,821,15,21,19,1:35.117,\N,\N
900,828,207,9,20,1:35.157,\N,\N
900,154,208,8,21,1:36.993,\N,\N
900,813,208,13,22,\N,\N,\N
901,1,131,44,1,1:57.202,1:59.041,1:59.431
901,20,9,1,2,1:57.654,1:59.399,1:59.486
901,3,131,6,3,1:57.183,1:59.445,2:00.050
901,4,6,14,4,1:58.889,2:01.356,2:00.175
901,817,9,3,5,1:58.913,2:00.147,2:00.541
901,8,6,7,6,1:59.257,2:01.532,2:01.218
901,807,10,27,7,1:58.883,2:00.839,2:01.712
901,825,1,20,8,2:00.356,2:02.094,2:02.213
901,818,5,25,9,2:01.689,2:02.096,2:03.078
901,18,1,22,10,2:00.889,2:01.810,2:04.053
901,826,5,26,11,2:01.175,2:02.351,\N
901,821,15,21,12,2:01.134,2:02.369,\N
901,13,3,19,13,2:00.047,2:02.460,\N
901,815,10,11,14,2:00.076,2:02.511,\N
901,822,3,77,15,1:59.709,2:02.756,\N
901,154,208,8,16,2:00.202,2:02.885,\N
901,813,208,13,17,2:02.074,\N,\N
901,16,15,99,18,2:02.131,\N,\N
901,824,206,17,19,2:02.702,\N,\N
901,155,207,10,20,2:03.595,\N,\N
901,820,206,4,21,2:04.388,\N,\N
901,828,207,9,22,2:04.407,\N,\N
902,3,131,6,1,1:35.439,1:33.708,1:33.185
902,1,131,44,2,1:35.323,1:33.872,1:33.464
902,817,9,3,3,1:36.220,1:34.592,1:34.051
902,822,3,77,4,1:34.934,1:34.842,1:34.247
902,815,10,11,5,1:34.998,1:34.747,1:34.346
902,8,6,7,6,1:35.234,1:34.925,1:34.368
902,18,1,22,7,1:35.699,1:34.714,1:34.387
902,13,3,19,8,1:35.085,1:34.842,1:34.511
902,825,1,20,9,1:35.288,1:34.904,1:34.712
902,4,6,14,10,1:35.251,1:34.723,1:34.992
902,20,9,1,11,1:35.549,1:34.985,\N
902,807,10,27,12,1:34.874,1:35.116,\N
902,826,5,26,13,1:35.395,1:35.145,\N
902,818,5,25,14,1:35.815,1:35.286,\N
902,821,15,21,15,1:36.567,1:35.891,\N
902,154,208,8,16,1:36.654,1:35.908,\N
902,813,208,13,17,1:36.663,\N,\N
902,16,15,99,18,1:36.840,\N,\N
902,155,207,10,19,1:37.085,\N,\N
902,824,206,17,20,1:37.310,\N,\N
902,828,207,9,21,1:37.875,\N,\N
902,820,206,4,22,1:37.913,\N,\N
853,20,9,1,1,1:24.002,1:22.914,1:22.275
853,1,1,3,2,1:23.976,1:23.172,1:22.725
853,18,1,4,3,1:24.013,1:23.031,1:22.777
853,4,6,5,4,1:24.134,1:23.342,1:22.841
853,17,9,2,5,1:24.148,1:23.387,1:22.972
853,13,6,6,6,1:24.523,1:23.681,1:23.188
853,808,4,10,7,1:24.486,1:23.741,1:23.530
853,30,131,7,8,1:25.108,1:23.671,1:23.777
853,3,131,8,9,1:24.550,1:23.335,1:24.477
853,811,4,9,10,1:24.914,1:24.157,\N
853,814,10,15,11,1:24.574,1:24.163,\N
853,16,10,14,12,1:24.595,1:24.209,\N
853,22,3,11,13,1:24.975,1:24.648,\N
853,813,3,12,14,1:24.798,1:24.726,\N
853,815,15,17,15,1:25.113,1:24.845,\N
853,67,5,18,16,1:25.164,1:24.932,\N
853,155,15,16,17,1:24.879,1:25.065,\N
853,153,5,19,18,1:25.334,\N,\N
853,15,205,21,19,1:26.647,\N,\N
853,5,205,20,20,1:27.184,\N,\N
853,10,166,24,21,1:27.591,\N,\N
853,816,166,25,22,1:27.609,\N,\N
853,817,164,22,23,1:28.054,\N,\N
853,24,164,23,24,1:28.231,\N,\N
903,1,131,44,1,1:55.516,1:54.029,1:53.860
903,817,9,3,2,1:56.641,1:55.302,1:54.455
903,20,9,1,3,1:55.926,1:54.499,1:54.960
903,3,131,6,4,1:56.058,1:55.294,1:55.143
903,4,6,14,5,1:56.961,1:55.765,1:55.637
903,13,3,19,6,1:56.850,1:56.757,1:56.147
903,822,3,77,7,1:56.501,1:56.253,1:56.282
903,807,10,27,8,1:55.913,1:56.847,1:56.366
903,818,5,25,9,1:57.477,1:56.584,1:56.773
903,154,208,8,10,1:58.411,1:56.407,1:57.079
903,8,6,7,11,1:58.279,1:56.860,\N
903,18,1,22,12,1:57.783,1:56.963,\N
903,826,5,26,13,1:57.261,1:57.289,\N
903,16,15,99,14,1:58.138,1:57.393,\N
903,825,1,20,15,1:57.369,1:57.675,\N
903,815,10,11,16,1:58.362,1:58.264,\N
903,821,15,21,17,1:58.988,\N,\N
903,155,207,10,18,1:59.260,\N,\N
903,824,206,17,19,1:59.326,\N,\N
903,828,207,9,20,2:00.646,\N,\N
903,820,206,4,21,2:00.865,\N,\N
903,813,208,13,22,\N,\N,\N
904,1,131,44,1,1:27.238,1:26.210,1:25.232
904,3,131,6,2,1:26.764,1:26.088,1:25.400
904,817,9,3,3,1:28.053,1:26.613,1:26.285
904,822,3,77,4,1:28.198,1:27.563,1:26.632
904,154,208,8,5,1:28.472,1:27.258,1:26.960
904,8,6,7,6,1:28.308,1:27.335,1:27.104
904,4,6,14,7,1:28.329,1:27.602,1:27.140
904,18,1,22,8,1:28.279,1:27.570,1:27.335
904,13,3,19,9,1:28.061,1:27.016,1:27.402
904,20,9,1,10,1:27.958,1:27.052,\N
904,807,10,27,11,1:28.155,1:27.685,\N
904,815,10,11,12,1:28.469,1:28.002,\N
904,826,5,26,13,1:28.074,1:28.039,\N
904,821,15,21,14,1:28.374,1:28.280,\N
904,825,1,20,15,1:28.389,\N,\N
904,818,5,25,16,1:28.194,\N,\N
904,16,15,99,17,1:28.563,\N,\N
904,820,206,4,18,1:29.586,\N,\N
904,824,206,17,19,1:30.177,\N,\N
904,828,207,9,20,1:30.312,\N,\N
904,155,207,10,21,1:30.375,\N,\N
904,813,208,13,22,\N,\N,\N
905,3,131,6,1,1:17.678,1:16.465,1:15.989
905,1,131,44,2,1:17.823,1:16.354,1:16.048
905,817,9,3,3,1:17.900,1:17.233,1:16.384
905,20,9,1,4,1:18.383,1:17.074,1:16.547
905,4,6,14,5,1:17.853,1:17.200,1:16.686
905,8,6,7,6,1:17.902,1:17.398,1:17.389
905,818,5,25,7,1:17.557,1:17.657,1:17.540
905,825,1,20,8,1:17.978,1:17.609,1:17.555
905,826,5,26,9,1:18.616,1:17.594,1:18.090
905,815,10,11,10,1:18.108,1:17.755,1:18.327
905,807,10,27,11,1:18.432,1:17.846,\N
905,18,1,22,12,1:17.890,1:17.988,\N
905,822,3,77,13,1:18.407,1:18.082,\N
905,154,208,8,14,1:18.335,1:18.196,\N
905,813,208,13,15,1:18.585,1:18.356,\N
905,13,3,19,16,1:18.209,\N,\N
905,821,15,21,17,1:18.741,\N,\N
905,16,15,99,18,1:18.745,\N,\N
905,824,206,17,19,1:19.332,\N,\N
905,820,206,4,20,1:19.928,\N,\N
905,155,207,10,21,1:20.133,\N,\N
905,828,207,9,22,1:21.732,\N,\N
906,3,131,6,1,1:16.471,1:15.289,1:14.874
906,1,131,44,2,1:15.750,1:15.054,1:14.953
906,20,9,1,3,1:17.470,1:16.109,1:15.548
906,822,3,77,4,1:16.772,1:15.806,1:15.550
906,13,3,19,5,1:16.666,1:15.773,1:15.578
906,817,9,3,6,1:17.113,1:15.897,1:15.589
906,4,6,14,7,1:17.010,1:16.131,1:15.814
906,818,5,25,8,1:17.178,1:16.255,1:16.162
906,18,1,22,9,1:16.631,1:16.214,1:16.182
906,8,6,7,10,1:17.013,1:16.245,1:16.214
906,807,10,27,11,1:16.897,1:16.300,\N
906,825,1,20,12,1:16.446,1:16.310,\N
906,815,10,11,13,1:18.235,1:16.472,\N
906,154,208,8,14,1:17.732,1:16.687,\N
906,826,5,26,15,1:16.938,1:16.713,\N
906,16,15,99,16,1:17.519,1:17.314,\N
906,813,208,13,17,1:18.328,\N,\N
906,820,206,4,18,1:18.348,\N,\N
906,824,206,17,19,1:18.359,\N,\N
906,155,207,10,20,1:19.278,\N,\N
906,828,207,9,21,1:19.820,\N,\N
906,821,15,21,22,\N,\N,\N
907,13,3,19,1,1:10.292,1:09.239,1:08.759
907,822,3,77,2,1:10.356,1:09.096,1:08.846
907,3,131,6,3,1:09.695,1:08.974,1:08.944
907,4,6,14,4,1:10.405,1:09.479,1:09.285
907,817,9,3,5,1:10.395,1:09.638,1:09.466
907,825,1,20,6,1:10.081,1:09.473,1:09.515
907,826,5,26,7,1:09.678,1:09.490,1:09.619
907,8,6,7,8,1:10.285,1:09.657,1:10.795
907,1,131,44,9,1:09.514,1:09.092,\N
907,807,10,27,10,1:10.389,1:09.624,\N
907,815,10,11,11,1:10.124,1:09.754,\N
907,18,1,22,12,1:10.252,1:09.780,\N
907,20,9,1,13,1:10.630,1:09.801,\N
907,813,208,13,14,1:10.821,1:09.939,\N
907,818,5,25,15,1:10.161,1:10.073,\N
907,154,208,8,16,1:10.461,1:10.642,\N
907,16,15,99,17,1:10.825,\N,\N
907,821,15,21,18,1:11.349,\N,\N
907,824,206,17,19,1:11.412,\N,\N
907,155,207,10,20,1:11.673,\N,\N
907,820,206,4,21,1:11.775,\N,\N
907,828,207,9,22,1:12.673,\N,\N
908,3,131,6,1,1:40.380,1:35.179,1:35.766
908,20,9,1,2,1:45.086,1:36.410,1:37.386
908,18,1,22,3,1:44.425,1:36.579,1:38.200
908,807,10,27,4,1:41.271,1:37.112,1:38.329
908,825,1,20,5,1:42.507,1:37.370,1:38.417
908,1,131,44,6,1:41.058,1:34.870,1:39.232
908,815,10,11,7,1:42.146,1:37.350,1:40.457
908,817,9,3,8,1:44.710,1:38.166,1:40.606
908,826,5,26,9,1:41.032,1:36.813,1:40.707
908,818,5,25,10,1:43.040,1:37.800,1:40.855
908,154,208,8,11,1:43.121,1:38.496,\N
908,824,206,17,12,1:41.169,1:38.709,\N
908,820,206,4,13,1:42.082,1:39.800,\N
908,821,15,21,14,1:43.285,1:40.912,\N
908,813,208,13,15,1:43.892,1:44.018,\N
908,16,15,99,16,1:42.603,\N,\N
908,822,3,77,17,1:45.318,\N,\N
908,13,3,19,18,1:45.695,\N,\N
908,4,6,14,19,1:45.935,\N,\N
908,8,6,7,20,1:46.684,\N,\N
908,828,207,9,21,1:49.421,\N,\N
908,155,207,10,22,1:49.625,\N,\N
909,3,131,6,1,1:17.631,1:17.109,1:16.540
909,822,3,77,2,1:18.215,1:17.353,1:16.759
909,13,3,19,3,1:18.381,1:17.370,1:17.078
909,825,1,20,4,1:18.260,1:17.788,1:17.214
909,817,9,3,5,1:18.117,1:17.855,1:17.273
909,20,9,1,6,1:18.194,1:17.646,1:17.577
909,4,6,14,7,1:18.389,1:17.866,1:17.649
909,826,5,26,8,1:18.530,1:18.103,1:17.965
909,807,10,27,9,1:18.927,1:18.017,1:18.014
909,815,10,11,10,1:18.916,1:18.161,1:18.035
909,18,1,22,11,1:18.425,1:18.193,\N
909,8,6,7,12,1:18.534,1:18.273,\N
909,818,5,25,13,1:18.496,1:18.285,\N
909,821,15,21,14,1:18.739,1:18.787,\N
909,154,208,8,15,1:18.894,1:18.983,\N
909,1,131,44,16,1:18.683,\N,\N
909,16,15,99,17,1:19.142,\N,\N
909,824,206,17,18,1:19.676,\N,\N
909,813,208,13,19,1:20.195,\N,\N
909,155,207,10,20,1:20.408,\N,\N
909,820,206,4,21,1:20.489,\N,\N
909,828,207,9,22,\N,\N,\N
910,3,131,6,1,1:25.227,1:23.310,1:22.715
910,20,9,1,2,1:25.662,1:23.606,1:23.201
910,822,3,77,3,1:25.690,1:23.776,1:23.354
910,817,9,3,4,1:25.495,1:23.676,1:23.391
910,4,6,14,5,1:26.087,1:24.249,1:23.909
910,13,3,19,6,1:26.592,1:24.030,1:24.223
910,18,1,22,7,1:26.612,1:24.502,1:24.294
910,818,5,25,8,1:24.941,1:24.637,1:24.720
910,807,10,27,9,1:26.149,1:24.647,1:24.775
910,825,1,20,10,1:26.578,1:24.585,\N
910,826,5,26,11,1:25.361,1:24.706,\N
910,16,15,99,12,1:26.027,1:25.136,\N
910,815,10,11,13,1:25.910,1:25.211,\N
910,821,15,21,14,1:25.709,1:25.260,\N
910,154,208,8,15,1:26.136,1:25.337,\N
910,824,206,17,16,1:26.728,1:27.419,\N
910,8,6,7,17,1:26.792,\N,\N
910,155,207,10,18,1:27.139,\N,\N
910,820,206,4,19,1:27.819,\N,\N
910,828,207,9,20,1:28.643,\N,\N
910,1,131,44,21,\N,\N,\N
910,813,208,13,22,\N,\N,\N
911,3,131,6,1,2:07.130,2:06.723,2:05.591
911,1,131,44,2,2:07.280,2:06.609,2:05.819
911,20,9,1,3,2:10.105,2:08.868,2:07.717
911,4,6,14,4,2:10.197,2:08.450,2:07.786
911,817,9,3,5,2:10.089,2:08.989,2:07.911
911,822,3,77,6,2:09.250,2:08.451,2:08.049
911,825,1,20,7,2:11.081,2:08.901,2:08.679
911,8,6,7,8,2:09.885,2:08.646,2:08.780
911,13,3,19,9,2:08.403,2:08.833,2:09.178
911,18,1,22,10,2:10.529,2:09.272,2:09.776
911,826,5,26,11,2:10.445,2:09.377,\N
911,818,5,25,12,2:09.811,2:09.805,\N
911,815,10,11,13,2:10.666,2:10.084,\N
911,16,15,99,14,2:11.051,2:10.238,\N
911,154,208,8,15,2:10.898,2:11.087,\N
911,824,206,17,16,2:11.051,2:12.470,\N
911,813,208,13,17,2:11.261,\N,\N
911,807,10,27,18,2:11.267,\N,\N
911,820,206,4,19,2:12.566,\N,\N
911,821,15,21,20,2:13.414,\N,\N
911,827,207,45,21,2:13.469,\N,\N
911,828,207,9,22,2:14.438,\N,\N
912,1,131,44,1,1:25.363,1:24.560,1:24.109
912,3,131,6,2,1:25.493,1:24.600,1:24.383
912,822,3,77,3,1:26.012,1:24.858,1:24.697
912,13,3,19,4,1:25.528,1:25.046,1:24.865
912,825,1,20,5,1:26.337,1:25.973,1:25.314
912,18,1,22,6,1:26.328,1:25.630,1:25.379
912,4,6,14,7,1:26.514,1:25.525,1:25.430
912,20,9,1,8,1:26.631,1:25.769,1:25.436
912,817,9,3,9,1:26.721,1:25.946,1:25.709
912,815,10,11,10,1:26.569,1:25.863,1:25.944
912,826,5,26,11,1:26.261,1:26.070,\N
912,8,6,7,12,1:26.689,1:26.110,\N
912,818,5,25,13,1:26.140,1:26.157,\N
912,807,10,27,14,1:26.371,1:26.279,\N
912,16,15,99,15,1:27.034,1:26.588,\N
912,821,15,21,16,1:26.999,1:26.692,\N
912,813,208,13,17,1:27.520,\N,\N
912,154,208,8,18,1:27.632,\N,\N
912,155,207,10,19,1:27.671,\N,\N
912,824,206,17,20,1:27.738,\N,\N
912,820,206,4,21,1:28.247,\N,\N
912,828,207,9,22,1:28.562,\N,\N
913,1,131,44,1,1:46.921,1:46.287,1:45.681
913,3,131,6,2,1:47.244,1:45.825,1:45.688
913,817,9,3,3,1:47.488,1:46.493,1:45.854
913,20,9,1,4,1:47.476,1:46.586,1:45.902
913,4,6,14,5,1:46.889,1:46.328,1:45.907
913,13,3,19,6,1:47.615,1:46.472,1:46.000
913,8,6,7,7,1:46.685,1:46.359,1:46.170
913,822,3,77,8,1:47.196,1:46.622,1:46.187
913,825,1,20,9,1:47.976,1:46.700,1:46.250
913,826,5,26,10,1:47.656,1:46.926,1:47.362
913,18,1,22,11,1:47.161,1:46.943,\N
913,818,5,25,12,1:47.407,1:46.989,\N
913,807,10,27,13,1:47.370,1:47.308,\N
913,821,15,21,14,1:47.970,1:47.333,\N
913,815,10,11,15,1:48.143,1:47.575,\N
913,154,208,8,16,1:47.862,1:47.812,\N
913,16,15,99,17,1:48.324,\N,\N
913,813,208,13,18,1:49.063,\N,\N
913,824,206,17,19,1:49.440,\N,\N
913,155,207,10,20,1:50.405,\N,\N
913,820,206,4,21,1:50.473,\N,\N
913,828,207,9,22,1:52.287,\N,\N
914,3,131,6,1,1:33.671,1:32.950,1:32.506
914,1,131,44,2,1:33.611,1:32.982,1:32.703
914,822,3,77,3,1:34.301,1:33.443,1:33.128
914,13,3,19,4,1:34.483,1:33.551,1:33.527
914,4,6,14,5,1:34.497,1:33.675,1:33.740
914,817,9,3,6,1:35.593,1:34.466,1:34.075
914,825,1,20,7,1:34.930,1:34.229,1:34.242
914,18,1,22,8,1:35.150,1:34.648,1:34.317
914,20,9,1,9,1:35.517,1:34.784,1:34.432
914,8,6,7,10,1:34.984,1:34.771,1:34.548
914,818,5,25,11,1:35.155,1:34.984,\N
914,815,10,11,12,1:35.439,1:35.089,\N
914,826,5,26,13,1:35.210,1:35.092,\N
914,807,10,27,14,1:35.000,1:35.099,\N
914,16,15,99,15,1:35.736,1:35.364,\N
914,821,15,21,16,1:35.308,1:35.681,\N
914,813,208,13,17,1:35.917,\N,\N
914,154,208,8,18,1:35.984,\N,\N
914,828,207,9,19,1:36.813,\N,\N
914,824,206,17,20,1:36.943,\N,\N
914,155,207,10,21,1:37.015,\N,\N
914,820,206,4,22,1:37.481,\N,\N
915,1,131,44,1,1:38.759,1:38.338,1:38.513
915,3,131,6,2,1:39.076,1:38.606,1:38.713
915,822,3,77,3,1:39.125,1:38.971,1:38.920
915,18,1,22,4,1:39.560,1:39.381,1:39.121
915,826,5,26,5,1:40.074,1:39.296,1:39.277
915,825,1,20,6,1:39.735,1:39.022,1:39.629
915,817,9,3,7,1:40.519,1:39.666,1:39.635
915,4,6,14,8,1:40.255,1:39.786,1:39.709
915,8,6,7,9,1:40.098,1:39.838,1:39.771
915,818,5,25,10,1:40.354,1:39.929,1:40.020
915,20,9,1,11,1:40.382,1:40.052,\N
915,807,10,27,12,1:40.273,1:40.058,\N
915,815,10,11,13,1:40.723,1:40.163,\N
915,821,15,21,14,1:41.159,1:40.536,\N
915,16,15,99,15,1:40.766,1:40.984,\N
915,154,208,8,16,1:42.526,1:41.397,\N
915,828,207,9,17,1:42.648,\N,\N
915,13,3,19,18,1:43.064,\N,\N
915,155,207,10,19,1:43.166,\N,\N
915,813,208,13,20,1:43.205,\N,\N
915,820,206,4,21,1:43.649,\N,\N
916,3,131,6,1,1:38.303,1:36.290,1:36.067
916,1,131,44,2,1:37.196,1:37.287,1:36.443
916,822,3,77,3,1:38.249,1:37.499,1:36.906
916,13,3,19,4,1:37.877,1:37.347,1:37.205
916,817,9,3,5,1:38.814,1:37.873,1:37.244
916,4,6,14,6,1:38.349,1:38.010,1:37.610
916,18,1,22,7,1:38.574,1:38.024,1:37.655
916,825,1,20,8,1:38.557,1:38.047,1:37.706
916,8,6,7,9,1:38.669,1:38.263,1:37.804
916,16,15,99,10,1:38.855,1:38.378,1:38.810
916,813,208,13,11,1:38.608,1:38.467,\N
916,815,10,11,12,1:39.200,1:38.554,\N
916,807,10,27,13,1:38.931,1:38.598,\N
916,826,5,26,14,1:38.936,1:38.699,\N
916,818,5,25,15,1:39.250,\N,\N
916,821,15,21,16,1:39.555,\N,\N
916,20,9,1,17,1:39.621,\N,\N
916,154,208,8,18,1:39.679,\N,\N
917,3,131,6,1,1:10.347,1:10.303,1:10.023
917,1,131,44,2,1:10.457,1:10.712,1:10.056
917,13,3,19,3,1:10.602,1:10.343,1:10.247
917,822,3,77,4,1:10.832,1:10.421,1:10.305
917,18,1,22,5,1:11.097,1:11.127,1:10.930
917,20,9,1,6,1:11.880,1:11.129,1:10.938
917,825,1,20,7,1:11.134,1:11.211,1:10.969
917,4,6,14,8,1:11.558,1:11.215,1:10.977
917,817,9,3,9,1:11.593,1:11.208,1:11.075
917,8,6,7,10,1:11.193,1:11.188,1:11.099
917,821,15,21,11,1:11.520,1:11.591,\N
917,807,10,27,12,1:11.848,1:11.976,\N
917,16,15,99,13,1:11.943,1:12.099,\N
917,826,5,26,14,1:11.423,\N,\N
917,154,208,8,15,1:12.037,\N,\N
917,818,5,25,16,1:12.040,\N,\N
917,815,10,11,17,1:12.076,\N,\N
917,813,208,13,18,1:12.233,\N,\N
918,821,15,21,15,1:42.819,\N,\N
918,154,208,8,14,1:42.768,\N,\N
918,16,15,99,13,1:42.746,1:43.074,\N
918,807,10,27,12,1:42.444,1:42.384,\N
918,815,10,11,11,1:42.654,1:42.239,\N
918,818,5,25,10,1:42.413,1:42.207,\N
918,825,1,20,9,1:42.104,1:42.198,\N
918,4,6,14,8,1:42.467,1:41.940,1:42.866
918,8,6,7,7,1:42.439,1:42.168,1:42.236
918,18,1,22,6,1:42.137,1:41.875,1:41.964
918,826,5,26,5,1:42.302,1:42.082,1:41.908
918,13,3,19,4,1:41.475,1:41.144,1:41.119
918,822,3,77,3,1:42.346,1:41.376,1:41.025
918,1,131,44,2,1:41.207,1:40.920,1:40.866
918,3,131,6,1,1:41.308,1:41.459,1:40.480
918,813,208,13,16,1:42.860,\N,\N
918,155,207,10,17,1:44.540,\N,\N
918,829,207,46,18,1:45.095,\N,\N
926,1,131,44,1,1:28.586,1:26.894,1:26.327
926,3,131,6,2,1:28.906,1:27.097,1:26.921
926,13,3,19,3,1:29.246,1:27.895,1:27.718
926,20,6,5,4,1:29.307,1:27.742,1:27.757
926,8,6,7,5,1:29.754,1:27.807,1:27.790
926,822,3,77,6,1:29.641,1:27.796,1:28.087
926,817,9,3,7,1:29.788,1:28.679,1:28.329
926,832,5,55,8,1:29.597,1:28.601,1:28.510
926,154,208,8,9,1:29.537,1:28.589,1:28.560
926,813,208,13,10,1:29.847,1:28.726,1:29.480
926,831,15,12,11,1:30.430,1:28.800,\N
926,830,5,33,12,1:29.248,1:28.868,\N
926,826,9,26,13,1:30.402,1:29.070,\N
926,807,10,27,14,1:29.651,1:29.208,\N
926,815,10,11,15,1:29.990,1:29.209,\N
926,828,15,9,16,1:31.376,\N,\N
926,18,1,22,17,1:31.422,\N,\N
926,825,1,20,18,1:32.037,\N,\N
927,1,131,44,1,1:39.269,1:41.517,1:49.834
927,20,6,5,2,1:39.814,1:39.632,1:49.908
927,3,131,6,3,1:39.374,1:39.377,1:50.299
927,817,9,3,4,1:40.504,1:41.085,1:51.541
927,826,9,26,5,1:40.546,1:41.665,1:51.951
927,830,5,33,6,1:40.793,1:41.430,1:51.981
927,13,3,19,7,1:40.543,1:41.230,1:52.473
927,154,208,8,8,1:40.303,1:41.209,1:52.981
927,822,3,77,9,1:40.249,1:40.650,1:53.179
927,828,15,9,10,1:40.340,1:41.748,1:53.261
927,8,6,7,11,1:40.415,1:42.173,\N
927,813,208,13,12,1:40.361,1:42.198,\N
927,807,10,27,13,1:40.830,1:43.023,\N
927,815,10,11,14,1:41.036,1:43.469,\N
927,832,5,55,15,1:39.814,1:43.701,\N
927,831,15,12,16,1:41.308,\N,\N
927,18,1,22,17,1:41.636,\N,\N
927,4,1,14,18,1:41.746,\N,\N
927,833,209,98,19,1:46.677,\N,\N
928,1,131,44,1,1:38.285,1:36.423,1:35.782
928,3,131,6,2,1:38.496,1:36.747,1:35.828
928,20,6,5,3,1:37.502,1:36.957,1:36.687
928,13,3,19,4,1:38.433,1:37.357,1:36.954
928,822,3,77,5,1:38.014,1:37.763,1:37.143
928,8,6,7,6,1:37.790,1:37.109,1:37.232
928,817,9,3,7,1:38.534,1:37.939,1:37.540
928,154,208,8,8,1:38.209,1:38.063,1:37.905
928,831,15,12,9,1:38.521,1:38.017,1:38.067
928,828,15,9,10,1:38.941,1:38.127,1:38.158
928,813,208,13,11,1:38.563,1:38.134,\N
928,826,9,26,12,1:39.051,1:38.209,\N
928,830,5,33,13,1:38.387,1:38.393,\N
928,832,5,55,14,1:38.622,1:38.538,\N
928,815,10,11,15,1:38.903,1:39.290,\N
928,807,10,27,16,1:39.216,\N,\N
928,18,1,22,17,1:39.276,\N,\N
928,4,1,14,18,1:39.280,\N,\N
928,829,209,28,19,1:42.091,\N,\N
